Target	Field	HJD	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Vmag	V-I	HV	e_HV	SigFe	e_SigFe	SigMg	e_SigMg	Mmb	<HV>	e_<HV>	<SigMg>	e_<SigMg>
---	---	d	h	min	s	---	deg	arcmin	arcsec	mag	mag	km/s	km/s	0.1nm	0.1nm	0.1nm	0.1nm	---	km/s	km/s	0.1nm	0.1nm
--------	----	--------	--	--	-----	-	--	--	----	-----	-----	------	----	-----	----	-----	----	-----	-----	---	-----	----
Car-1760	227B	4125.692	06	44	24.59	-	51	28	16.2	19.90	 0.90	 185.2	 1.5	     	    	     	    	0.000	     	   	     	
Car-1761	227B	4125.692	06	44	44.99	-	51	21	54.6	19.35	 0.96	  46.4	 1.2	     	    	     	    	0.000	     	   	     	
Car-1762	227B	4125.692	06	44	36.40	-	51	22	10.7	19.94	 1.15	 132.2	 3.4	     	    	     	    	0.000	     	   	     	
Car-1763	227B	4125.692	06	44	45.82	-	51	23	10.5	18.67	 1.03	  85.9	 0.8	     	    	     	    	0.000	     	   	     	
Car-1764	227B	4125.692	06	44	36.72	-	51	23	07.2	18.03	 1.37	  70.5	 1.6	     	    	     	    	0.000	     	   	     	
Car-1765	227B	4125.692	06	44	45.72	-	51	24	43.5	19.77	 1.19	 -13.2	 1.3	     	    	     	    	0.000	     	   	     	
Car-1766	227B	4125.692	06	44	46.78	-	51	26	02.8	18.27	 1.20	  30.6	 0.4	     	    	     	    	0.000	     	   	     	
Car-1767	227B	4125.692	06	44	48.09	-	51	23	18.9	19.71	 0.91	 114.6	 2.2	     	    	     	    	0.000	     	   	     	
Car-1768	227B	4125.692	06	44	58.92	-	51	24	53.5	18.75	 1.00	  64.9	 0.9	     	    	     	    	0.000	     	   	     	
Car-1769	227B	4125.692	06	44	51.75	-	51	25	17.1	20.20	 1.13	 229.4	 4.2	     	    	     	    	0.867	     	   	     	
Car-1770	227B	4125.692	06	45	02.01	-	51	26	40.8	19.43	 1.05	  58.8	 0.7	     	    	     	    	0.000	     	   	     	
Car-1771	227B	4125.692	06	44	51.71	-	51	27	40.5	19.60	 0.93	  55.7	 0.8	     	    	     	    	0.000	     	   	     	
Car-1772	227B	4125.692	06	45	11.60	-	51	35	31.7	18.28	 1.24	  50.9	 1.2	     	    	     	    	0.000	     	   	     	
Car-1773	227B	4125.692	06	44	57.07	-	51	33	46.4	19.54	 1.19	  98.2	 3.1	     	    	     	    	0.000	     	   	     	
Car-1774	227B	4125.692	06	45	10.35	-	51	33	12.4	20.14	 0.81	  83.6	 0.9	     	    	     	    	0.000	     	   	     	
Car-1775	227B	4125.692	06	45	14.46	-	51	32	18.8	19.54	 1.12	  74.4	 0.7	     	    	     	    	0.000	     	   	     	
Car-1776	227B	4125.692	06	44	43.51	-	51	34	14.7	19.74	 1.18	 167.3	 1.8	     	    	     	    	0.000	     	   	     	
Car-1777	227B	4125.692	06	44	48.35	-	51	34	13.4	20.20	 0.91	  79.8	 3.1	     	    	     	    	0.000	     	   	     	
Car-1778	227B	4125.692	06	44	52.13	-	51	33	54.9	19.59	 0.92	  53.0	 1.2	     	    	     	    	0.000	     	   	     	
Car-1779	227B	4125.692	06	44	57.66	-	51	30	42.5	20.01	 1.02	  42.6	 1.1	     	    	     	    	0.000	     	   	     	
Car-1780	227B	4125.692	06	45	02.75	-	51	21	18.8	19.51	 0.86	  26.6	 1.6	     	    	     	    	0.000	     	   	     	
Car-1781	227B	4125.692	06	45	06.83	-	51	21	56.2	18.49	 1.39	  66.1	 1.7	     	    	     	    	0.000	     	   	     	
Car-1782	227B	4125.692	06	44	59.86	-	51	22	05.3	19.25	 1.10	 132.8	 1.6	     	    	     	    	0.000	     	   	     	
Car-1783	227B	4125.692	06	44	58.69	-	51	23	18.7	20.32	 0.91	 139.3	 3.5	     	    	     	    	0.000	     	   	     	
Car-1784	227B	4125.692	06	45	06.33	-	51	23	26.1	19.60	 0.84	  99.0	 1.4	     	    	     	    	0.000	     	   	     	
Car-1785	227B	4125.692	06	45	00.29	-	51	23	58.6	19.63	 0.97	 256.1	 2.6	     	    	     	    	0.000	     	   	     	
Car-1786	227B	4125.692	06	45	04.48	-	51	26	58.3	19.57	 0.98	   7.0	 1.4	     	    	     	    	0.000	     	   	     	
Car-1787	227B	4125.692	06	45	13.96	-	51	21	34.0	19.73	 1.13	  19.0	 3.7	     	    	     	    	0.000	     	   	     	
Car-1788	227B	4125.692	06	45	17.42	-	51	22	19.1	19.43	 1.13	  -1.7	 2.2	     	    	     	    	0.000	     	   	     	
Car-1789	227B	4125.692	06	45	14.85	-	51	24	13.9	18.27	 1.12	  62.1	 0.7	     	    	     	    	0.000	     	   	     	
Car-1790	227B	4125.692	06	45	20.54	-	51	24	26.6	19.11	 1.10	 282.2	 2.9	     	    	     	    	0.000	     	   	     	
Car-1791	227B	4125.692	06	45	16.80	-	51	24	52.6	18.73	 1.02	  84.8	 0.4	     	    	     	    	0.000	     	   	     	
Car-1792	227B	4125.692	06	45	07.31	-	51	25	29.4	20.21	 1.12	  56.6	 3.8	     	    	     	    	0.000	     	   	     	
Car-1793	227B	4125.692	06	45	14.64	-	51	27	34.1	19.74	 1.03	  32.7	 1.6	     	    	     	    	0.000	     	   	     	
Car-1794	227B	4125.692	06	45	27.10	-	51	36	01.6	19.73	 0.89	  70.3	 1.3	     	    	     	    	0.000	     	   	     	
Car-1795	227B	4125.692	06	45	32.34	-	51	35	04.4	19.36	 0.93	 146.1	 0.8	     	    	     	    	0.000	     	   	     	
Car-1796	227B	4125.692	06	45	28.11	-	51	34	44.9	19.21	 1.07	  79.8	 0.8	     	    	     	    	0.000	     	   	     	
Car-1797	227B	4125.692	06	45	33.83	-	51	32	45.9	19.34	 1.02	  42.5	 1.6	     	    	     	    	0.000	     	   	     	
Car-1798	227B	4125.692	06	45	30.36	-	51	28	40.0	18.73	 1.11	  99.3	 1.1	     	    	     	    	0.000	     	   	     	
Car-1799	227B	4125.692	06	45	17.36	-	51	35	30.9	18.51	 1.18	  87.6	 1.5	     	    	     	    	0.000	     	   	     	
Car-1800	227B	4125.692	06	45	21.66	-	51	35	26.7	20.13	 1.14	  54.0	 3.2	     	    	     	    	0.000	     	   	     	
Car-1801	227B	4125.692	06	45	25.03	-	51	34	31.2	20.11	 0.91	  65.7	 2.6	     	    	     	    	0.000	     	   	     	
Car-1802	227B	4125.692	06	45	22.97	-	51	33	49.1	18.76	 1.28	  47.2	 1.7	     	    	     	    	0.000	     	   	     	
Car-1803	227B	4125.692	06	45	20.36	-	51	31	36.9	18.86	 0.95	  37.5	 0.4	     	    	     	    	0.000	     	   	     	
Car-1804	227B	4125.692	06	45	23.25	-	51	20	49.3	18.88	 0.99	 234.4	 2.8	     	    	     	    	0.744	     	   	     	
Car-1805	227B	4125.692	06	45	34.32	-	51	24	07.3	18.35	 1.15	  33.9	 0.9	     	    	     	    	0.000	     	   	     	
Car-1806	227B	4125.692	06	45	35.57	-	51	20	56.3	19.76	 0.88	 238.1	 5.0	     	    	     	    	0.634	     	   	     	
Car-1807	227B	4125.692	06	45	45.16	-	51	23	25.9	19.27	 1.21	  56.8	 2.2	     	    	     	    	0.000	     	   	     	
Car-1808	227B	4125.692	06	45	44.75	-	51	23	46.1	20.45	 0.98	  75.9	 3.2	     	    	     	    	0.000	     	   	     	
Car-1809	227B	4125.692	06	45	47.36	-	51	24	03.1	18.83	 1.00	  -3.3	 0.6	     	    	     	    	0.000	     	   	     	
Car-1810	227B	4125.692	06	45	50.40	-	51	26	25.4	19.36	 1.23	 129.9	 5.3	     	    	     	    	0.000	     	   	     	
Car-1811	227B	4125.692	06	45	45.43	-	51	34	35.1	20.25	 1.03	  -8.0	 1.5	     	    	     	    	0.000	     	   	     	
Car-1812	227B	4125.692	06	45	36.13	-	51	33	50.0	19.70	 1.07	  73.8	 0.8	     	    	     	    	0.000	     	   	     	
Car-1813	227B	4125.692	06	45	47.95	-	51	29	23.6	18.91	 1.01	  16.3	 0.7	     	    	     	    	0.000	     	   	     	
Car-1814	227B	4125.692	06	45	47.14	-	51	27	17.3	19.56	 1.20	  81.5	 3.3	     	    	     	    	0.000	     	   	     	
Car-1815	227B	4125.692	06	45	45.87	-	51	26	01.3	18.82	 0.95	 139.1	 1.3	     	    	     	    	0.000	     	   	     	
Car-1816	227R	4125.692	06	44	21.90	-	51	21	25.0	18.00	 1.25	  39.9	 4.5	     	    	     	    	0.000	     	   	     	
Car-1817	227R	4125.692	06	44	44.02	-	51	25	44.5	17.70	 1.40	  21.6	 3.1	     	    	     	    	0.000	     	   	     	
Car-1818	227R	4125.692	06	44	24.65	-	51	26	22.7	18.05	 1.23	  -4.0	 3.6	     	    	     	    	0.000	     	   	     	
Car-1819	227R	4125.692	06	44	07.30	-	51	27	16.2	18.11	 1.33	  65.3	 1.6	     	    	     	    	0.000	     	   	     	
Car-1820	227R	4125.692	06	44	23.68	-	51	36	43.0	17.86	 1.44	  27.1	 4.7	     	    	     	    	0.000	     	   	     	
Car-1821	227R	4125.692	06	44	25.82	-	51	34	42.2	17.77	 1.30	  77.2	 1.7	     	    	     	    	0.000	     	   	     	
Car-1822	227R	4125.692	06	44	34.45	-	51	31	52.5	17.89	 1.32	  32.7	 2.7	     	    	     	    	0.000	     	   	     	
Car-1823	227R	4125.692	06	44	05.74	-	51	30	36.4	17.51	 1.34	  36.3	 1.4	     	    	     	    	0.000	     	   	     	
Car-1824	227R	4125.692	06	45	12.73	-	51	19	39.2	17.65	 1.38	  50.1	 6.6	     	    	     	    	0.000	     	   	     	
Car-1825	227R	4125.692	06	45	23.98	-	51	35	02.8	17.85	 1.22	  60.6	 2.9	     	    	     	    	0.000	     	   	     	
Car-1826	227R	4125.692	06	45	37.00	-	51	24	47.9	17.70	 1.31	  30.2	 2.5	     	    	     	    	0.000	     	   	     	
Car-1827	1B  	4554.518	06	40	52.01	-	50	58	06.1	20.52	 0.93	 -86.7	 1.5	-0.04	0.14	 0.68	0.16	0.000	     	   	     	
Car-1828	1B  	4554.518	06	41	34.06	-	50	55	50.0	20.25	 0.95	 227.8	 3.0	 0.40	0.05	 0.35	0.12	1.000	     	   	     	
Car-1829	1B  	4554.518	06	40	49.02	-	51	00	17.8	20.42	 0.84	 286.6	 3.9	 0.42	0.08	 0.80	0.13	0.000	     	   	     	
Car-1830	1B  	4554.518	06	41	13.94	-	51	04	05.5	20.40	 0.86	 -80.8	 2.4	     	    	 0.37	0.16	0.000	     	   	     	
Car-1831	1B  	4554.518	06	41	26.36	-	51	06	28.3	20.30	 0.95	 116.2	 5.2	 0.27	0.07	 0.17	0.21	0.000	     	   	     	
Car-1832	1B  	4554.518	06	41	26.33	-	50	51	46.3	20.47	 1.01	 348.4	 4.9	-0.12	0.18	 0.14	0.50	0.000	     	   	     	
Car-1833	1B  	4554.518	06	41	37.67	-	50	51	18.8	20.52	 0.90	 287.1	 5.5	     	    	     	    	0.000	     	   	     	
Car-1834	1B  	4554.518	06	41	17.98	-	51	03	34.7	20.48	 0.88	 224.4	 2.2	     	    	 0.53	0.15	0.999	     	   	     	
Car-1835	1B  	4554.518	06	41	28.38	-	50	58	28.8	20.45	 0.84	 223.8	 3.0	 0.29	0.09	 0.37	0.14	1.000	     	   	     	
Car-1836	1B  	4554.518	06	41	35.72	-	50	58	09.3	20.39	 0.83	 223.2	 4.4	-0.02	0.11	 0.74	0.09	1.000	     	   	     	
Car-1837	1B  	4554.518	06	41	11.38	-	51	04	50.1	20.34	 0.85	  72.7	 3.7	     	    	 0.14	0.30	0.000	     	   	     	
Car-1838	1B  	4554.518	06	41	49.31	-	50	55	12.6	20.19	 0.70	 229.7	 5.5	     	    	 0.56	0.17	0.998	     	   	     	
Car-1839	1B  	4554.518	06	41	56.00	-	50	55	38.4	20.41	 0.74	  73.7	 3.3	 0.17	0.21	 0.63	0.30	0.000	     	   	     	
Car-1840	1R  	4554.518	06	41	50.37	-	51	00	15.0	19.38	 1.09	 229.2	 4.6	 0.53	0.07	 0.59	0.16	0.999	     	   	     	
Car-1841	1R  	4554.518	06	41	36.04	-	51	03	12.0	19.90	 1.08	 231.8	 5.0	 0.43	0.20	 0.25	0.35	1.000	229.4	4.7	 0.39	0.16
Car-1841	1R  	4560.511	06	41	36.04	-	51	03	12.0	19.90	 1.08	 215.8	12.0	 0.29	0.12	 0.43	0.18	     	     	   	     	
Car-1842	1R  	4554.518	06	40	51.96	-	51	03	18.9	19.14	 1.13	 236.6	 4.9	 0.09	0.24	 0.44	0.18	1.000	234.1	4.0	 0.35	0.13
Car-1842	1R  	4560.511	06	40	51.96	-	51	03	18.9	19.14	 1.13	 229.3	 6.9	 0.35	0.11	 0.24	0.19	     	     	   	     	
Car-1843	1R  	4554.518	06	41	26.78	-	50	56	05.6	18.87	 1.12	 213.7	 1.8	 0.33	0.07	 0.44	0.13	1.000	     	   	     	
Car-1844	1R  	4554.518	06	41	10.21	-	50	56	58.2	19.49	 0.97	 228.6	 2.1	 0.38	0.09	 0.55	0.15	1.000	227.8	2.0	 0.43	0.11
Car-1844	1R  	4560.511	06	41	10.21	-	50	56	58.2	19.49	 0.97	 214.6	 8.7	 0.40	0.08	 0.28	0.17	     	     	   	     	
Car-1845	1R  	4554.518	06	41	24.21	-	50	58	59.3	19.66	 0.97	 140.2	 7.8	 0.32	0.12	 0.59	0.18	0.000	     	   	     	
Car-1846	1R  	4554.518	06	41	45.20	-	50	48	53.9	18.33	 1.31	 229.9	 3.6	 0.38	0.08	 0.43	0.16	0.999	     	   	     	
Car-1847	1R  	4554.518	06	42	16.97	-	51	01	54.4	20.17	 1.00	 236.9	10.8	 0.39	0.28	 0.25	0.44	0.998	     	   	     	
Car-1848	1B  	4557.518	06	42	28.93	-	50	54	00.0	20.55	 0.92	 226.6	 3.6	     	    	 0.44	0.09	1.000	     	   	     	
Car-1849	1B  	4557.518	06	41	49.54	-	50	58	58.6	20.34	 0.85	 217.1	 3.4	     	    	 0.29	0.10	1.000	     	   	     	
Car-1850	1B  	4557.518	06	41	45.73	-	51	01	17.9	20.42	 0.97	 224.8	 3.5	     	    	 0.45	0.09	1.000	     	   	     	
Car-1851	1B  	4557.518	06	40	37.91	-	50	59	01.6	20.47	 0.85	 219.6	 4.9	     	    	 0.20	0.10	1.000	     	   	     	
Car-1852	1B  	4557.518	06	41	02.83	-	51	01	22.5	20.47	 0.81	 212.7	 5.5	     	    	 0.39	0.12	1.000	212.1	3.8	 0.45	0.08
Car-1852	1B  	4560.511	06	41	02.83	-	51	01	22.5	20.47	 0.81	 211.6	 5.2	     	    	 0.50	0.11	     	     	   	     	
Car-1853	1B  	4557.518	06	41	20.23	-	51	05	29.9	20.27	 0.92	 213.3	 5.4	     	    	 0.19	0.11	1.000	     	   	     	
Car-1854	1B  	4557.518	06	41	23.48	-	51	04	17.1	20.15	 0.79	 -62.8	 2.5	     	    	 0.26	0.10	0.000	     	   	     	
Car-1855	1B  	4557.518	06	40	52.77	-	50	50	19.2	20.36	 0.79	 268.3	 4.4	-0.03	0.04	 0.40	0.07	0.000	268.2	2.6	 0.57	0.05
Car-1855	1B  	4560.511	06	40	52.77	-	50	50	19.2	20.36	 0.79	 268.1	 3.3	 0.30	0.04	 0.73	0.06	     	     	   	     	
Car-1856	1B  	4557.518	06	41	53.76	-	51	03	26.3	20.29	 1.11	 224.8	 3.0	 0.46	0.05	 0.08	0.16	1.000	223.0	1.6	 0.54	0.07
Car-1856	1B  	4560.511	06	41	53.76	-	51	03	26.3	20.29	 1.11	 222.3	 1.9	     	    	 0.63	0.07	     	     	   	     	
Car-1857	1B  	4557.518	06	40	44.21	-	50	56	19.4	20.30	 0.93	 213.4	 2.9	 0.01	0.04	 0.25	0.07	1.000	209.7	1.7	 0.23	0.06
Car-1857	1B  	4560.511	06	40	44.21	-	50	56	19.4	20.30	 0.93	 207.8	 2.0	     	    	 0.18	0.11	     	     	   	     	
Car-1858	1B  	4557.518	06	41	07.23	-	50	52	48.2	20.13	 0.91	 226.6	 5.0	 0.22	0.03	 0.11	0.08	1.000	     	   	     	
Car-1859	1B  	4557.518	06	41	14.23	-	50	55	27.1	20.48	 0.83	 225.3	 5.2	 0.24	0.03	 0.23	0.07	1.000	     	   	     	
Car-1860	1B  	4557.518	06	41	24.07	-	50	55	05.8	20.49	 0.83	 212.4	 3.7	     	    	 0.33	0.15	1.000	213.5	2.9	 0.45	0.07
Car-1860	1B  	4560.511	06	41	24.07	-	50	55	05.8	20.49	 0.83	 215.2	 4.8	     	    	 0.48	0.08	     	     	   	     	
Car-1861	1B  	4557.518	06	41	40.92	-	50	51	24.9	20.29	 0.96	 211.7	 4.2	     	    	 0.39	0.11	1.000	     	   	     	
Car-1862	1B  	4557.518	06	41	36.41	-	50	47	19.8	20.17	 1.13	 226.6	 1.8	     	    	 0.45	0.08	1.000	     	   	     	
Car-1863	1B  	4557.518	06	41	46.03	-	50	53	28.3	20.44	 0.75	 227.0	 5.3	     	    	 0.18	0.10	1.000	     	   	     	
Car-1864	1B  	4557.518	06	41	56.36	-	50	53	10.9	20.27	 0.77	 222.9	 4.4	     	    	 0.23	0.11	1.000	     	   	     	
Car-1865	1B  	4557.518	06	41	48.97	-	51	06	02.6	20.45	 0.86	 310.0	 4.8	     	    	 0.51	0.14	0.000	     	   	     	
Car-1866	1B  	4557.518	06	41	51.60	-	51	03	11.6	20.33	 0.86	  23.7	 4.8	     	    	 0.33	0.11	0.000	     	   	     	
Car-1867	1B  	4557.518	06	41	51.56	-	50	58	27.3	20.40	 0.85	 228.0	 5.3	     	    	 0.36	0.09	1.000	     	   	     	
Car-1868	1B  	4557.518	06	42	01.06	-	50	53	57.7	20.42	 0.75	 220.1	 4.3	     	    	 0.40	0.09	1.000	     	   	     	
Car-1869	1B  	4557.518	06	41	59.93	-	50	57	24.0	20.38	 0.91	 220.4	 3.7	     	    	 0.50	0.07	1.000	222.7	2.8	 0.45	0.06
Car-1869	1B  	4560.511	06	41	59.93	-	50	57	24.0	20.38	 0.91	 225.9	 4.4	 0.23	0.06	 0.32	0.12	     	     	   	     	
Car-1870	1B  	4557.518	06	41	56.52	-	50	59	14.3	20.45	 0.80	 231.6	 4.7	     	    	 0.06	0.21	1.000	     	   	     	
Car-1871	1R  	4557.518	06	42	16.16	-	50	57	12.9	20.00	 1.04	-107.3	 6.6	     	    	     	    	0.000	     	   	     	
Car-1872	1R  	4557.518	06	41	37.86	-	50	56	43.8	20.46	 0.78	   1.1	 7.4	 0.26	0.07	 0.78	0.10	0.000	  8.5	1.7	 0.73	0.07
Car-1872	1R  	4560.511	06	41	37.86	-	50	56	43.8	20.46	 0.78	   9.0	 1.8	 0.32	0.05	 0.68	0.10	     	     	   	     	
Car-1873	1R  	4557.518	06	42	11.60	-	50	52	24.9	19.83	 0.98	 221.7	 7.4	 0.23	0.26	 0.55	0.25	0.998	     	   	     	
Car-1874	1R  	4557.518	06	42	04.21	-	50	54	56.0	20.07	 1.00	 227.5	 8.5	 0.31	0.19	 0.59	0.27	1.000	224.8	5.1	 0.51	0.13
Car-1874	1R  	4560.511	06	42	04.21	-	50	54	56.0	20.07	 1.00	 223.2	 6.3	 0.25	0.13	 0.48	0.15	     	     	   	     	
Car-1875	1R  	4557.518	06	41	34.88	-	51	06	44.4	19.88	 0.97	 175.5	 8.3	     	    	     	    	0.005	     	   	     	
Car-1876	1R  	4557.518	06	41	44.00	-	50	57	59.4	20.14	 1.01	 289.9	10.4	 0.27	0.19	 0.41	0.31	0.002	     	   	     	
Car-1877	1R  	4557.518	06	40	52.50	-	51	02	33.5	19.48	 0.87	  41.5	 6.9	 0.54	0.10	 0.63	0.18	0.000	     	   	     	
Car-1878	1R  	4557.518	06	41	07.43	-	50	55	00.1	18.63	 1.07	  13.1	 3.7	 0.34	0.08	 0.74	0.12	0.000	 20.0	1.0	 0.81	0.08
Car-1878	1R  	4560.511	06	41	07.43	-	50	55	00.1	18.63	 1.07	  20.6	 1.0	 0.29	0.04	 0.85	0.10	     	     	   	     	
Car-1879	1R  	4557.518	06	41	23.24	-	50	53	16.5	19.69	 1.09	 217.9	 9.9	 0.57	0.10	 0.52	0.21	1.000	223.8	5.0	 0.40	0.10
Car-1879	1R  	4560.511	06	41	23.24	-	50	53	16.5	19.69	 1.09	 225.8	 5.8	 0.18	0.07	 0.37	0.11	     	     	   	     	
Car-1880	1R  	4557.518	06	41	17.41	-	50	55	15.2	19.12	 1.12	 228.7	 9.4	 0.31	0.08	 0.41	0.15	1.000	     	   	     	
Car-1881	1R  	4557.518	06	41	18.32	-	50	55	39.0	19.17	 0.98	 235.8	 8.2	 0.24	0.08	 0.31	0.14	1.000	     	   	     	
Car-1882	1R  	4557.518	06	41	19.71	-	50	57	25.6	18.03	 1.31	 218.2	 1.4	 0.35	0.04	 0.38	0.10	1.000	218.2	0.9	 0.44	0.06
Car-1882	1R  	4560.511	06	41	19.71	-	50	57	25.6	18.03	 1.31	 218.2	 1.1	 0.37	0.02	 0.48	0.08	     	     	   	     	
Car-1883	1R  	4557.518	06	41	13.63	-	50	59	05.8	19.91	 1.06	 217.4	10.6	 0.27	0.16	 0.48	0.27	0.998	     	   	     	
Car-1884	1R  	4557.518	06	41	27.97	-	50	59	40.9	19.76	 0.97	 239.3	10.5	 0.45	0.13	 0.44	0.28	0.999	     	   	     	
Car-1885	1R  	4557.518	06	41	23.40	-	51	00	51.2	17.55	 1.63	  83.8	 2.9	 0.33	0.06	 0.59	0.11	0.000	 83.7	2.0	 0.58	0.07
Car-1885	1R  	4560.511	06	41	23.40	-	51	00	51.2	17.55	 1.63	  83.5	 2.8	 0.30	0.04	 0.57	0.10	     	     	   	     	
Car-1886	1R  	4557.518	06	41	20.70	-	51	00	27.8	19.56	 1.05	 -65.0	10.9	 0.50	0.13	 0.60	0.18	0.000	     	   	     	
Car-1887	1R  	4557.518	06	41	45.93	-	50	56	54.1	19.27	 1.09	 213.3	 5.6	 0.59	0.07	 0.55	0.21	0.999	     	   	     	
Car-1888	1R  	4557.518	06	41	42.88	-	51	05	30.0	19.19	 1.15	 162.2	 9.3	 0.28	0.21	 0.47	0.22	0.000	     	   	     	
Car-1889	1R  	4557.518	06	42	12.20	-	50	51	04.2	18.17	 1.46	  -9.5	 2.6	 0.36	0.07	 0.60	0.12	0.000	     	   	     	
Car-1890	1R  	4557.518	06	42	05.31	-	50	54	34.4	19.76	 0.88	 292.2	 7.8	 0.63	0.15	 0.44	0.47	0.000	     	   	     	
Car-1891	1R  	4557.518	06	42	30.71	-	50	59	59.7	18.65	 1.21	 223.3	 4.6	 0.29	0.08	 0.30	0.16	1.000	220.3	1.8	 0.34	0.08
Car-1891	1R  	4560.511	06	42	30.71	-	50	59	59.7	18.65	 1.21	 219.8	 2.0	 0.34	0.04	 0.36	0.09	     	     	   	     	
Car-1892	1R  	4557.518	06	42	15.66	-	51	01	59.7	18.87	 1.31	 197.0	 4.3	 0.38	0.09	 0.41	0.16	0.972	197.1	3.4	 0.39	0.10
Car-1892	1R  	4560.511	06	42	15.66	-	51	01	59.7	18.87	 1.31	 197.2	 5.4	 0.38	0.06	 0.38	0.13	     	     	   	     	
Car-1893	1R  	4557.518	06	41	59.85	-	51	04	00.7	19.13	 1.20	  82.5	 6.4	 0.25	0.19	 0.53	0.30	0.000	     	   	     	
Car-1894	1B  	4560.511	06	42	22.09	-	50	57	53.1	20.38	 0.97	 219.8	 2.6	     	    	 0.49	0.08	1.000	     	   	     	
Car-1895	1B  	4560.511	06	42	33.66	-	50	56	41.6	20.37	 0.88	 -88.9	 2.7	     	    	 0.46	0.17	0.000	     	   	     	
Car-1896	1B  	4560.511	06	42	14.12	-	50	55	25.3	20.48	 0.97	 226.4	 2.4	     	    	 0.38	0.10	1.000	     	   	     	
Car-1897	1B  	4560.511	06	42	34.76	-	50	54	35.3	20.33	 0.79	 216.1	 2.4	     	    	 0.44	0.08	1.000	     	   	     	
Car-1898	1B  	4560.511	06	41	01.44	-	50	52	30.6	20.45	 0.76	 221.7	 2.6	 0.38	0.05	 0.30	0.12	1.000	     	   	     	
Car-1899	1B  	4560.511	06	41	25.45	-	50	56	10.2	20.51	 0.88	 214.2	 1.5	     	    	 0.52	0.07	1.000	     	   	     	
Car-1900	1B  	4560.511	06	42	15.49	-	50	53	11.3	20.44	 0.76	 220.7	 3.2	     	    	 0.50	0.09	1.000	     	   	     	
Car-1901	1B  	4560.511	06	42	01.01	-	51	00	16.6	20.41	 0.81	 232.8	 3.2	 0.31	0.05	 0.62	0.08	0.996	     	   	     	
Car-1902	1B  	4560.511	06	41	55.06	-	50	57	25.1	20.45	 0.85	 225.7	 5.4	     	    	 0.50	0.11	1.000	     	   	     	
Car-1903	1B  	4560.511	06	41	08.27	-	50	54	41.1	20.18	 0.81	 229.2	 3.4	 0.27	0.05	 0.55	0.09	0.999	     	   	     	
Car-1904	1B  	4560.511	06	41	06.89	-	50	55	38.9	20.50	 0.95	 216.8	 4.5	 0.32	0.05	 0.25	0.14	1.000	     	   	     	
Car-1905	1B  	4560.511	06	41	15.85	-	50	51	42.5	20.38	 0.76	 218.1	 3.6	     	    	 0.34	0.09	1.000	     	   	     	
Car-1906	1B  	4560.511	06	42	04.11	-	50	58	46.9	20.32	 0.81	 233.3	 3.8	 0.02	0.11	 0.23	0.17	1.000	     	   	     	
Car-1907	1B  	4560.511	06	40	51.19	-	50	56	34.0	20.32	 0.94	 222.1	 3.1	-0.10	0.14	 0.53	0.08	1.000	     	   	     	
Car-1908	1B  	4560.511	06	40	42.47	-	50	58	58.1	20.40	 0.81	 214.7	 2.1	     	    	 0.56	0.11	0.997	     	   	     	
Car-1909	1B  	4560.511	06	40	56.15	-	51	03	59.7	20.49	 0.81	   5.5	 3.8	     	    	 0.48	0.11	0.000	     	   	     	
Car-1910	1B  	4560.511	06	40	47.59	-	51	03	17.2	20.49	 0.77	 -85.1	 2.0	     	    	 0.46	0.15	0.000	     	   	     	
Car-1911	1B  	4560.511	06	40	50.08	-	50	52	23.5	20.23	 1.08	 216.2	 1.4	     	    	 0.44	0.08	1.000	     	   	     	
Car-1912	1B  	4560.511	06	41	28.46	-	50	55	19.0	20.50	 0.88	 216.3	 4.2	     	    	 0.25	0.12	1.000	     	   	     	
Car-1913	1B  	4560.511	06	41	38.09	-	50	55	26.9	20.38	 0.92	 214.9	 2.8	     	    	 0.27	0.08	1.000	     	   	     	
Car-1914	1B  	4560.511	06	41	36.08	-	50	58	45.3	20.32	 0.89	 218.7	 4.2	     	    	 0.17	0.12	1.000	     	   	     	
Car-1915	1B  	4560.511	06	42	12.44	-	50	58	21.6	20.27	 0.90	 229.8	 3.3	 0.47	0.04	 0.70	0.08	0.929	     	   	     	
Car-1916	1B  	4560.511	06	40	43.21	-	50	55	18.7	20.27	 0.86	 228.2	 3.5	     	    	 0.33	0.09	1.000	     	   	     	
Car-1917	1B  	4560.511	06	41	18.57	-	50	50	15.2	20.50	 0.87	 221.0	 1.3	     	    	 0.40	0.08	1.000	     	   	     	
Car-1918	1B  	4560.511	06	40	39.66	-	50	57	11.5	20.56	 0.91	 216.5	 2.9	-0.01	0.08	 0.67	0.09	0.971	     	   	     	
Car-1919	1B  	4560.511	06	41	28.52	-	50	50	50.8	20.43	 0.83	 225.4	 2.3	     	    	 0.31	0.08	1.000	     	   	     	
Car-1920	1B  	4560.511	06	41	29.53	-	50	53	17.9	20.54	 0.88	 211.2	 3.2	     	    	 0.56	0.16	0.995	     	   	     	
Car-1921	1B  	4560.511	06	41	35.49	-	50	53	49.0	20.26	 0.75	 230.1	 2.2	     	    	 0.35	0.09	1.000	     	   	     	
Car-1922	1B  	4560.511	06	41	57.13	-	50	50	02.5	20.41	 0.91	 211.6	 3.7	     	    	 0.26	0.13	1.000	     	   	     	
